"","dateCrawled","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","postalCode","lastSeen"
"18951","3/27/2016 19:48",1350,1,8,2000,0,116,"vectra",150000,9,"0",38,0,"3/27/2016 0:00",85664,"4/5/2016 18:15"
"18952","3/25/2016 15:51",6000,0,7,2010,0,80,"corsa",60000,1,"0",38,0,"3/25/2016 0:00",38302,"4/7/2016 6:46"
"18953","3/28/2016 21:47",0,1,6,1998,NA,116,"v40",150000,7,"",21,0,"3/28/2016 0:00",78224,"4/5/2016 1:45"
"18955","3/24/2016 14:51",2850,0,8,2006,0,129,"1er",125000,11,"0",30,1,"3/24/2016 0:00",95466,"3/27/2016 12:16"
"18958","3/21/2016 21:50",0,1,NA,2000,0,75,"golf",150000,8,"",40,NA,"3/21/2016 0:00",39606,"3/27/2016 8:18"
"18964","3/27/2016 18:54",1500,1,6,1999,1,193,"",150000,5,"0",36,NA,"3/27/2016 0:00",31228,"4/5/2016 17:21"
"18969","3/23/2016 16:45",650,0,7,2002,0,58,"corsa",150000,7,"0",38,0,"3/23/2016 0:00",6406,"3/29/2016 11:17"
"18970","3/29/2016 11:54",3000,0,NA,2018,0,85,"transit",5000,2,"",35,NA,"3/29/2016 0:00",83022,"3/29/2016 12:43"
"18975","3/26/2016 20:59",6999,1,6,2005,1,150,"c_klasse",150000,12,"1",37,0,"3/26/2016 0:00",74072,"3/26/2016 21:45"
"18993","3/19/2016 23:56",5890,1,5,2006,0,131,"s_max",150000,11,"1",35,0,"3/19/2016 0:00",38122,"4/6/2016 3:15"
"19005","3/7/2016 13:37",850,1,6,1998,1,150,"5er",150000,6,"0",30,0,"3/7/2016 0:00",52353,"3/17/2016 8:15"
"19008","4/2/2016 22:36",14999,0,7,2015,0,110,"polo",20000,3,"0",40,0,"4/2/2016 0:00",38159,"4/7/2016 3:45"
"19012","3/19/2016 17:06",1850,1,5,2002,0,147,"zafira",150000,5,"0",38,0,"3/19/2016 0:00",63263,"3/20/2016 15:36"
"19015","3/8/2016 17:57",1000,1,7,2001,0,60,"punto",150000,5,"0",32,0,"3/8/2016 0:00",58675,"3/11/2016 13:44"
"19016","4/3/2016 17:42",2500,0,6,2003,1,125,"signum",150000,7,"1",38,0,"4/3/2016 0:00",32429,"4/5/2016 17:26"
"19017","3/22/2016 11:54",31745,1,3,2014,1,170,"1",70000,3,"1",37,0,"3/22/2016 0:00",74564,"4/6/2016 0:46"
"19019","3/9/2016 15:37",2999,1,NA,2017,0,125,"mondeo",150000,11,"",35,0,"3/9/2016 0:00",78664,"3/23/2016 1:17"
"19026","3/5/2016 23:47",5500,1,3,2004,0,143,"1",125000,3,"0",25,0,"3/5/2016 0:00",91077,"4/7/2016 7:44"
"19029","3/31/2016 13:53",19000,1,3,1972,0,186,"1",100000,4,"0",38,0,"3/31/2016 0:00",29646,"4/6/2016 6:44"
"19030","3/21/2016 10:50",29900,0,3,1970,NA,0,"mustang",125000,7,"",35,0,"3/21/2016 0:00",97688,"4/6/2016 4:16"
"19031","3/8/2016 0:36",2400,1,6,1996,1,125,"v70",150000,11,"0",21,0,"3/8/2016 0:00",18258,"4/5/2016 23:18"
"19035","3/28/2016 12:58",450,0,NA,2005,0,0,"clio",150000,0,"0",34,NA,"3/28/2016 0:00",36284,"4/6/2016 16:46"
"19036","3/29/2016 7:58",1300,0,7,1997,0,60,"polo",150000,4,"0",40,0,"3/29/2016 0:00",47877,"4/5/2016 18:18"
"19045","3/9/2016 16:51",1250,0,3,2000,0,150,"megane",150000,2,"0",34,0,"3/9/2016 0:00",1623,"3/14/2016 8:45"
"19051","3/28/2016 2:01",5220,0,7,2011,1,61,"fortwo",40000,3,"0",29,0,"3/28/2016 0:00",73312,"4/6/2016 10:18"
"19054","3/11/2016 13:38",4350,0,7,2004,NA,80,"fusion",40000,6,"0",35,1,"3/11/2016 0:00",23617,"4/7/2016 8:16"
"19057","4/2/2016 15:54",190,1,NA,2005,0,0,"",150000,2,"0",35,NA,"4/2/2016 0:00",50733,"4/6/2016 14:46"
"19060","4/3/2016 16:45",2300,1,NA,2017,NA,0,"ka",80000,0,"",35,NA,"4/3/2016 0:00",58119,"4/5/2016 15:47"
"19062","4/4/2016 19:36",4900,0,7,2009,0,67,"i_reihe",40000,4,"0",23,0,"4/4/2016 0:00",9232,"4/6/2016 21:45"
"19067","3/27/2016 9:56",2750,0,5,2003,0,125,"zafira",150000,2,"1",38,0,"3/27/2016 0:00",33605,"4/1/2016 8:16"
"19073","3/26/2016 13:49",2050,1,7,2001,0,54,"lupo",125000,8,"0",40,0,"3/26/2016 0:00",49124,"4/6/2016 1:46"
"19074","3/16/2016 16:46",6849,1,7,2014,0,69,"ka",20000,3,"0",35,0,"3/16/2016 0:00",85247,"3/30/2016 6:47"
"19076","3/8/2016 17:53",3900,1,1,2005,0,60,"sprinter",150000,10,"1",37,NA,"3/8/2016 0:00",59581,"3/11/2016 13:44"
"19077","3/26/2016 15:47",599,0,7,1999,0,60,"ka",125000,4,"0",35,0,"3/26/2016 0:00",47226,"4/2/2016 6:16"
"19078","3/27/2016 13:50",1850,0,8,1999,0,75,"golf",150000,6,"0",40,NA,"3/27/2016 0:00",24409,"4/7/2016 9:46"
"19083","3/23/2016 9:25",1350,1,7,1997,0,0,"polo",150000,10,"0",40,NA,"3/23/2016 0:00",65197,"3/29/2016 19:15"
"19089","3/23/2016 10:48",14700,1,8,2008,1,204,"e_klasse",90000,4,"0",37,0,"3/23/2016 0:00",77656,"4/7/2016 10:46"
"19090","3/24/2016 23:45",3500,0,8,2003,1,125,"a_klasse",150000,3,"2",37,0,"3/24/2016 0:00",34497,"4/5/2016 20:44"
"19109","3/10/2016 22:36",2500,1,7,2005,0,60,"fiesta",150000,1,"0",35,0,"3/10/2016 0:00",28777,"3/12/2016 23:46"
"19111","3/23/2016 23:56",450,1,7,2006,0,60,"punto",125000,2,"0",32,1,"3/23/2016 0:00",41469,"4/6/2016 19:15"
"19113","3/25/2016 18:57",10500,0,2,2011,0,136,"captiva",60000,7,"",14,0,"3/25/2016 0:00",52222,"3/25/2016 19:45"
"19124","3/9/2016 16:58",3250,0,5,2000,0,116,"sharan",150000,10,"1",40,0,"3/9/2016 0:00",67112,"3/9/2016 16:58"
"19132","3/18/2016 0:54",12800,0,7,2014,0,95,"fiesta",50000,1,"1",35,0,"3/18/2016 0:00",51145,"4/5/2016 22:15"
"19139","3/21/2016 18:55",950,0,6,1998,0,113,"lancer",150000,0,"0",20,NA,"3/21/2016 0:00",67365,"4/2/2016 20:45"
"19157","3/11/2016 8:55",8500,0,3,1981,0,218,"6er",150000,5,"0",30,0,"3/11/2016 0:00",34576,"3/19/2016 10:16"
"19166","3/20/2016 11:54",450,0,NA,1995,NA,0,"80",5000,0,"",36,NA,"3/20/2016 0:00",85238,"4/6/2016 10:16"
"19169","3/9/2016 11:40",650,0,6,1999,0,75,"astra",150000,0,"0",38,NA,"3/9/2016 0:00",4249,"4/5/2016 14:46"
"19171","3/13/2016 9:46",3599,1,NA,2005,0,163,"superb",30000,2,"1",30,0,"3/13/2016 0:00",97956,"4/6/2016 14:47"
"19174","3/10/2016 20:54",10500,0,7,2013,0,69,"polo",30000,4,"0",40,0,"3/10/2016 0:00",18299,"3/11/2016 22:16"
"19203","3/13/2016 6:36",0,0,NA,1990,NA,0,"",150000,0,"",24,NA,"3/13/2016 0:00",27777,"3/13/2016 7:52"
"19204","3/9/2016 22:54",1250,0,7,2001,0,60,"1_reihe",150000,1,"0",33,0,"3/9/2016 0:00",49163,"4/5/2016 15:47"
"19207","3/19/2016 18:57",550,0,8,1997,0,75,"astra",150000,12,"0",38,0,"3/19/2016 0:00",25693,"3/19/2016 19:44"
"19215","3/7/2016 12:00",10000,0,6,2013,0,184,"golf",60000,7,"1",40,0,"3/7/2016 0:00",20359,"3/20/2016 12:49"
"19219","3/7/2016 13:46",13000,1,6,2012,0,163,"1",150000,11,"1",33,0,"3/7/2016 0:00",66424,"4/6/2016 8:44"
"19224","3/9/2016 13:56",2499,1,5,2007,0,120,"zafira",150000,2,"1",38,0,"3/9/2016 0:00",85356,"3/13/2016 3:46"
"19226","3/24/2016 22:53",9400,1,NA,2007,0,105,"touran",70000,4,"1",40,NA,"3/24/2016 0:00",42349,"3/31/2016 12:18"
"19232","3/26/2016 13:44",1100,1,7,2000,0,58,"corsa",150000,10,"0",38,0,"3/26/2016 0:00",48429,"3/28/2016 1:45"
"19236","3/31/2016 12:36",499,0,8,1999,0,114,"3_reihe",150000,7,"0",28,0,"3/31/2016 0:00",37154,"4/6/2016 5:46"
"19238","3/24/2016 16:37",650,1,6,2002,0,101,"focus",150000,1,"0",35,1,"3/24/2016 0:00",76437,"3/26/2016 1:17"
"19259","3/12/2016 12:53",6200,0,4,2008,0,145,"focus",150000,0,"",35,NA,"3/12/2016 0:00",32699,"4/6/2016 9:45"
"19260","3/20/2016 9:56",17500,1,8,2014,NA,179,"leon",40000,4,"0",31,0,"3/20/2016 0:00",82223,"3/31/2016 13:47"
"19262","3/12/2016 16:47",3850,1,7,2004,0,0,"golf",150000,8,"0",40,NA,"3/12/2016 0:00",47447,"3/15/2016 2:46"
"19264","3/5/2016 16:38",790,1,7,1997,0,54,"corsa",150000,12,"0",38,0,"3/5/2016 0:00",83417,"4/5/2016 12:20"
"19269","3/8/2016 18:23",950,1,1,1994,0,102,"3er",150000,4,"",30,0,"3/8/2016 0:00",60435,"3/14/2016 15:46"
"19275","3/24/2016 9:52",700,1,6,1999,0,150,"3er",150000,6,"0",30,1,"3/24/2016 0:00",28259,"3/24/2016 10:43"
"19282","3/15/2016 21:53",9997,1,5,2004,0,131,"transporter",150000,3,"1",40,0,"3/15/2016 0:00",33604,"3/20/2016 21:17"
"19283","4/3/2016 11:41",1350,1,7,2006,0,60,"cuore",150000,4,"0",9,0,"4/3/2016 0:00",12555,"4/3/2016 11:41"
"19286","3/23/2016 20:50",290,0,8,1995,0,0,"",150000,12,"0",38,NA,"3/23/2016 0:00",21109,"3/25/2016 5:17"
"19287","3/9/2016 20:58",9990,0,8,2010,0,143,"1er",100000,4,"1",30,0,"3/9/2016 0:00",80809,"4/5/2016 20:46"
"19289","3/23/2016 11:58",6300,0,8,2005,0,116,"a4",150000,4,"1",36,0,"3/23/2016 0:00",87435,"4/5/2016 11:48"
"19291","3/21/2016 7:55",6300,1,6,2006,0,140,"a4",150000,6,"1",36,0,"3/21/2016 0:00",26215,"3/26/2016 14:16"
"19302","3/9/2016 2:36",600,1,6,1997,0,101,"astra",150000,6,"0",38,0,"3/9/2016 0:00",28219,"3/12/2016 3:15"
"19304","3/6/2016 12:51",4995,0,7,2007,0,120,"2_reihe",80000,10,"0",33,0,"3/6/2016 0:00",78576,"3/20/2016 10:15"
"19305","3/10/2016 18:43",700,0,NA,2000,1,0,"fortwo",150000,0,"",29,NA,"3/10/2016 0:00",35104,"3/26/2016 10:44"
"19309","3/28/2016 18:58",1200,1,7,1997,0,60,"polo",150000,0,"0",40,1,"3/28/2016 0:00",23554,"4/7/2016 1:45"
"19314","3/27/2016 0:32",2200,0,7,2004,0,60,"2_reihe",150000,10,"0",33,0,"3/26/2016 0:00",56470,"4/7/2016 1:45"
"19317","3/10/2016 16:46",3995,1,7,2007,0,75,"fusion",80000,8,"0",35,0,"3/10/2016 0:00",64404,"4/5/2016 15:17"
"19323","4/3/2016 19:45",4950,0,4,2004,0,113,"megane",150000,4,"0",34,0,"4/3/2016 0:00",19089,"4/5/2016 20:18"
"19330","3/21/2016 16:48",1500,1,7,1999,0,105,"3er",125000,3,"0",30,0,"3/21/2016 0:00",12359,"4/2/2016 17:16"
"19333","3/15/2016 10:58",6800,1,8,1996,1,320,"s_klasse",150000,4,"0",37,0,"3/15/2016 0:00",4159,"3/27/2016 22:17"
"19339","3/11/2016 22:40",2690,1,6,1998,0,86,"corolla",150000,2,"0",25,0,"3/11/2016 0:00",45329,"3/13/2016 4:44"
"19342","3/21/2016 1:56",12980,0,6,2014,0,125,"focus",50000,8,"0",35,NA,"3/21/2016 0:00",24251,"4/6/2016 0:17"
"19351","3/11/2016 17:52",15890,1,3,1999,1,300,"911",150000,5,"0",16,0,"3/11/2016 0:00",13156,"3/29/2016 10:17"
"19352","3/26/2016 11:50",2800,1,8,1999,0,115,"beetle",100000,0,"0",40,NA,"3/26/2016 0:00",48607,"3/28/2016 0:18"
"19356","3/8/2016 11:56",12500,1,8,2009,0,109,"a_klasse",30000,7,"1",37,0,"3/8/2016 0:00",8344,"3/22/2016 5:16"
"19360","4/4/2016 9:51",0,1,7,1996,0,0,"1_reihe",150000,0,"0",33,1,"4/4/2016 0:00",17326,"4/6/2016 11:17"
"19368","3/5/2016 21:54",11900,0,5,2014,0,101,"b_max",20000,12,"0",35,0,"3/5/2016 0:00",86559,"3/10/2016 23:16"
"19378","3/5/2016 18:40",500,0,5,1995,0,108,"espace",150000,8,"0",34,0,"3/5/2016 0:00",97346,"3/12/2016 16:16"
"19381","3/24/2016 7:54",3300,1,6,2004,0,64,"fabia",125000,12,"1",30,0,"3/24/2016 0:00",99085,"4/6/2016 22:46"
"19384","3/21/2016 14:51",21900,1,3,2008,1,388,"cl",150000,4,"0",37,0,"3/21/2016 0:00",30853,"3/30/2016 0:44"
"19388","4/4/2016 0:56",24950,0,3,2003,1,320,"911",125000,9,"0",16,0,"4/3/2016 0:00",80804,"4/4/2016 7:47"
"19389","3/27/2016 18:37",1950,1,6,2004,0,155,"vectra",150000,11,"0",38,0,"3/27/2016 0:00",26382,"3/29/2016 9:16"
"19391","3/19/2016 16:41",8700,0,6,2006,0,122,"3er",150000,3,"1",30,0,"3/19/2016 0:00",1108,"3/19/2016 16:41"
"19395","3/27/2016 19:54",299,1,8,1991,0,0,"golf",150000,3,"0",40,1,"3/27/2016 0:00",84061,"3/27/2016 19:54"
"19399","3/6/2016 8:51",3150,0,7,2010,0,70,"yaris",125000,6,"0",25,1,"3/6/2016 0:00",51674,"3/6/2016 8:51"
"19409","3/6/2016 9:50",325,1,7,2000,0,60,"ka",50000,0,"",35,1,"3/6/2016 0:00",79297,"3/6/2016 9:50"
"19425","3/8/2016 11:37",22900,1,2,2013,1,0,"1",70000,5,"1",25,0,"3/8/2016 0:00",95145,"3/20/2016 22:17"
"19432","3/16/2016 15:49",1100,0,8,1995,0,71,"",150000,4,"0",38,1,"3/16/2016 0:00",3226,"4/6/2016 18:15"
"19444","3/17/2016 18:42",900,1,6,1997,0,101,"passat",150000,12,"0",40,0,"3/17/2016 0:00",97222,"4/7/2016 5:16"
"19445","3/14/2016 20:47",1200,1,NA,2018,0,75,"megane",100000,7,"",34,0,"3/14/2016 0:00",27243,"4/2/2016 11:46"
"19452","3/14/2016 21:55",3900,0,NA,2017,0,102,"zafira",150000,11,"1",38,0,"3/14/2016 0:00",12489,"3/22/2016 21:46"
"19454","3/11/2016 17:53",10900,1,5,2002,0,151,"transporter",150000,9,"1",40,0,"3/11/2016 0:00",75428,"3/22/2016 8:49"
"19457","3/6/2016 20:38",1900,1,3,2001,0,84,"astra",125000,1,"0",38,0,"3/6/2016 0:00",45475,"3/7/2016 18:18"
"19458","3/11/2016 17:53",9800,1,6,2005,0,131,"sprinter",150000,7,"1",37,0,"3/11/2016 0:00",13439,"4/5/2016 18:45"
"19459","3/9/2016 18:43",5200,0,6,2004,1,142,"c_klasse",150000,2,"1",37,0,"3/9/2016 0:00",28870,"3/30/2016 20:15"
"19460","3/10/2016 22:56",3000,1,6,2006,0,101,"focus",150000,0,"0",35,0,"3/10/2016 0:00",31606,"4/5/2016 21:16"
"19468","3/28/2016 11:45",600,1,NA,2017,NA,0,"",150000,0,"1",38,NA,"3/28/2016 0:00",29581,"3/30/2016 1:46"
"19474","3/15/2016 13:59",3000,1,5,2004,0,136,"touran",150000,1,"1",40,1,"3/15/2016 0:00",47804,"3/29/2016 17:44"
"19475","3/29/2016 10:56",5000,1,8,2008,NA,150,"1er",150000,10,"1",30,0,"3/29/2016 0:00",6110,"3/29/2016 10:56"
"19480","3/11/2016 16:56",7300,0,6,2006,0,140,"",150000,0,"1",40,NA,"3/11/2016 0:00",92727,"3/21/2016 3:46"
"19485","3/15/2016 13:37",700,1,6,1998,1,110,"a4",150000,3,"0",36,1,"3/15/2016 0:00",85256,"4/6/2016 3:46"
"19487","3/27/2016 16:42",12000,0,3,2011,0,114,"cr_reihe",60000,9,"hybrid",19,0,"3/27/2016 0:00",96450,"4/5/2016 11:47"
"19492","3/20/2016 9:51",3500,1,8,1993,0,90,"80",70000,12,"1",36,0,"3/20/2016 0:00",35041,"3/20/2016 10:31"
"19496","3/5/2016 17:46",7899,0,8,2008,1,95,"a_klasse",80000,8,"0",37,0,"3/5/2016 0:00",45879,"3/14/2016 12:15"
"19498","3/13/2016 22:38",9990,1,2,2005,0,174,"touareg",150000,6,"1",40,0,"3/13/2016 0:00",9355,"4/6/2016 19:17"
"19509","3/25/2016 13:56",3199,0,5,2004,0,125,"zafira",150000,5,"0",38,0,"3/25/2016 0:00",30179,"4/6/2016 16:44"
"19514","3/5/2016 18:40",6500,0,4,1989,0,239,"golf",150000,0,"0",40,0,"3/5/2016 0:00",93197,"3/24/2016 2:16"
"19516","3/31/2016 19:48",1350,1,NA,2016,0,90,"2_reihe",150000,3,"1",33,NA,"3/31/2016 0:00",52134,"4/6/2016 14:17"
"19520","3/17/2016 10:58",7777,0,8,2009,1,136,"e_klasse",150000,10,"1",37,0,"3/17/2016 0:00",33330,"3/17/2016 10:58"
"19525","3/7/2016 16:51",750,1,8,1996,0,82,"1",150000,7,"1",25,0,"3/7/2016 0:00",95692,"3/7/2016 16:51"
"19529","3/17/2016 20:58",11999,1,6,2010,1,170,"a3",150000,10,"1",36,0,"3/17/2016 0:00",21649,"3/17/2016 20:58"
"19538","3/9/2016 17:45",10500,0,5,1998,1,140,"transporter",150000,2,"",40,0,"3/9/2016 0:00",10823,"3/14/2016 9:48"
"19539","3/6/2016 19:45",3500,1,NA,2017,0,143,"3er",150000,0,"",30,NA,"3/6/2016 0:00",39164,"3/10/2016 11:16"
"19541","4/1/2016 21:47",11500,0,3,2007,0,174,"cooper",90000,3,"0",22,0,"4/1/2016 0:00",28777,"4/5/2016 19:45"
"19543","4/2/2016 13:48",1850,0,7,1999,0,100,"golf",150000,12,"0",40,0,"4/2/2016 0:00",72793,"4/2/2016 13:48"
"19544","4/1/2016 18:55",0,1,7,2001,0,85,"punto",150000,8,"",32,NA,"4/1/2016 0:00",66386,"4/5/2016 14:47"
"19554","3/14/2016 19:40",850,1,3,1998,0,90,"megane",100000,6,"0",34,0,"3/14/2016 0:00",6193,"3/17/2016 9:15"
"19556","3/14/2016 18:51",19500,0,8,2010,1,204,"5er",90000,4,"0",30,0,"3/14/2016 0:00",94447,"4/6/2016 3:16"
"19558","4/2/2016 11:46",2100,0,7,2007,0,65,"c2",80000,10,"0",27,NA,"4/2/2016 0:00",51065,"4/2/2016 11:46"
"19562","3/22/2016 18:53",2999,1,5,2003,0,88,"transporter",150000,2,"1",40,0,"3/22/2016 0:00",97656,"4/6/2016 11:16"
"19584","4/1/2016 13:58",1049,0,8,1991,0,134,"100",150000,4,"0",36,0,"4/1/2016 0:00",55743,"4/1/2016 14:40"
"19586","3/21/2016 15:54",2999,1,NA,2017,0,75,"forfour",80000,7,"",29,0,"3/21/2016 0:00",26624,"4/6/2016 14:44"
"19594","3/15/2016 16:49",499,1,NA,2016,0,90,"fiesta",20000,0,"0",35,NA,"3/15/2016 0:00",58515,"4/6/2016 12:17"
"19595","3/25/2016 17:40",11600,0,3,2006,1,224,"1",150000,6,"1",37,0,"3/25/2016 0:00",21683,"4/4/2016 20:17"
"19604","3/9/2016 13:45",1900,1,4,1993,0,88,"r19",150000,1,"0",34,NA,"3/9/2016 0:00",74585,"4/6/2016 3:17"
"19614","3/22/2016 14:55",3490,1,8,2004,1,125,"a_klasse",150000,1,"0",37,0,"3/22/2016 0:00",20539,"4/6/2016 5:15"
"19617","3/10/2016 8:51",7800,0,6,2005,1,163,"e_klasse",150000,1,"0",37,0,"3/10/2016 0:00",35794,"3/21/2016 19:50"
"19621","3/10/2016 0:58",6790,1,8,2008,1,140,"superb",100000,6,"1",30,0,"3/9/2016 0:00",67744,"3/10/2016 8:43"
"19625","3/12/2016 23:55",5500,1,6,2006,1,140,"passat",150000,0,"1",40,NA,"3/12/2016 0:00",28329,"4/6/2016 13:17"
"19643","3/28/2016 23:36",499,0,NA,2016,0,50,"",150000,6,"",40,NA,"3/28/2016 0:00",88477,"4/5/2016 15:47"
"19644","3/17/2016 17:58",1550,1,8,1999,0,170,"3er",150000,10,"0",30,0,"3/17/2016 0:00",88138,"3/19/2016 17:47"
"19653","3/8/2016 17:49",22000,1,NA,2016,1,177,"touran",40000,3,"1",40,0,"3/8/2016 0:00",48159,"3/17/2016 20:18"
"19655","3/8/2016 16:50",0,0,5,2000,0,140,"espace",150000,10,"0",34,1,"3/8/2016 0:00",81245,"3/9/2016 16:17"
"19665","3/19/2016 13:43",10000,0,2,2011,0,117,"juke",50000,5,"0",26,NA,"3/19/2016 0:00",13627,"4/6/2016 19:15"
"19693","3/12/2016 16:25",599,0,5,2000,0,140,"espace",150000,9,"0",34,1,"3/12/2016 0:00",65555,"3/17/2016 13:46"
"19696","3/25/2016 18:43",13000,0,8,2012,0,105,"golf",90000,3,"1",40,0,"3/25/2016 0:00",38518,"3/25/2016 18:43"
"19697","3/11/2016 8:56",4690,0,8,2003,0,145,"c_klasse",150000,1,"0",37,0,"3/11/2016 0:00",94036,"4/6/2016 11:46"
"19702","4/2/2016 19:54",1500,1,7,1998,0,120,"focus",150000,8,"0",35,NA,"4/2/2016 0:00",23816,"4/6/2016 20:17"
"19707","4/6/2016 14:25",1999,0,6,2002,1,155,"c5",150000,5,"1",27,0,"4/6/2016 0:00",63225,"4/6/2016 14:25"
"19708","3/17/2016 20:43",10000,1,6,2013,0,140,"passat",40000,6,"1",40,0,"3/17/2016 0:00",10115,"3/17/2016 20:43"
"19709","3/6/2016 21:36",4850,1,8,2001,0,170,"3er",150000,8,"0",30,0,"3/6/2016 0:00",60439,"3/8/2016 16:33"
"19718","4/3/2016 21:57",2500,0,7,2001,0,75,"corsa",90000,0,"0",38,0,"4/3/2016 0:00",21680,"4/5/2016 23:44"
"19721","3/10/2016 20:49",7500,0,7,2014,0,71,"fortwo",30000,5,"0",29,0,"3/10/2016 0:00",53347,"4/6/2016 8:46"
"19732","3/8/2016 17:39",2701,1,6,2005,0,105,"touran",150000,4,"1",40,NA,"3/8/2016 0:00",50969,"3/8/2016 17:39"
"19734","4/4/2016 22:45",13900,0,2,1997,1,254,"1",30000,1,"0",14,0,"4/4/2016 0:00",88416,"4/7/2016 1:17"
"19741","3/8/2016 19:39",999,0,6,2000,0,110,"3_reihe",150000,2,"0",33,0,"3/8/2016 0:00",18439,"3/9/2016 11:15"
"19751","4/3/2016 13:43",11500,1,8,2012,0,120,"c4",40000,4,"0",27,0,"4/3/2016 0:00",13189,"4/5/2016 12:19"
"19759","3/23/2016 21:37",2800,0,7,2006,0,68,"micra",150000,3,"1",26,0,"3/23/2016 0:00",41363,"3/28/2016 4:45"
"19762","3/30/2016 16:45",2500,0,5,2004,0,95,"modus",150000,11,"1",34,0,"3/30/2016 0:00",53721,"4/7/2016 7:17"
"19767","3/20/2016 15:45",4800,1,NA,2016,0,0,"5_reihe",150000,12,"2",28,0,"3/20/2016 0:00",88299,"3/24/2016 7:49"
"19771","4/6/2016 11:06",6200,1,7,2012,0,87,"corsa",70000,8,"0",38,0,"4/6/2016 0:00",55128,"4/6/2016 11:25"
"19775","4/5/2016 19:25",1300,1,8,1998,0,90,"golf",150000,8,"1",40,1,"4/5/2016 0:00",65428,"4/5/2016 19:25"
"19782","3/20/2016 17:53",4250,0,6,2002,1,163,"5er",150000,9,"1",30,0,"3/20/2016 0:00",42113,"3/24/2016 10:46"
"19788","3/20/2016 23:45",4800,1,6,2010,0,131,"megane",150000,7,"1",34,0,"3/20/2016 0:00",49429,"4/7/2016 9:46"
"19790","3/28/2016 18:37",8000,1,8,2005,0,177,"5er",150000,2,"1",30,0,"3/28/2016 0:00",36251,"4/7/2016 0:17"
"19792","3/10/2016 13:46",2300,0,8,1995,0,193,"3er",150000,10,"0",30,1,"3/10/2016 0:00",45699,"3/15/2016 23:17"
"19810","3/9/2016 22:54",4000,0,6,2006,1,140,"passat",150000,11,"1",40,0,"3/9/2016 0:00",26624,"3/12/2016 21:44"
"19811","4/2/2016 19:47",450,1,7,1995,0,45,"corsa",150000,8,"0",38,NA,"4/2/2016 0:00",49076,"4/2/2016 19:47"
"19812","4/3/2016 16:44",6950,1,6,2006,0,170,"a4",150000,11,"1",36,0,"4/3/2016 0:00",47166,"4/5/2016 15:47"
"19813","3/29/2016 13:55",1790,1,6,2001,0,116,"passat",150000,6,"0",40,0,"3/29/2016 0:00",48324,"4/5/2016 23:17"
"19820","3/22/2016 16:45",5000,0,7,2007,0,87,"yaris",125000,9,"0",25,0,"3/22/2016 0:00",8062,"3/25/2016 8:46"
"19822","3/20/2016 17:52",2250,0,7,2000,0,110,"corolla",100000,12,"0",25,0,"3/20/2016 0:00",1968,"4/7/2016 0:46"
"19825","3/8/2016 20:40",3300,1,8,2005,0,125,"astra",150000,3,"0",38,0,"3/8/2016 0:00",81673,"3/9/2016 12:16"
"19828","3/22/2016 11:38",899,1,7,2000,0,50,"lupo",150000,3,"0",40,0,"3/22/2016 0:00",76689,"4/5/2016 23:16"
"19831","3/26/2016 9:57",999,1,4,1999,0,44,"punto",150000,12,"0",32,0,"3/26/2016 0:00",26345,"4/1/2016 22:46"
"19838","4/2/2016 23:57",9450,0,6,2008,0,140,"a3",150000,8,"1",36,0,"4/2/2016 0:00",83624,"4/7/2016 8:15"
"19839","3/21/2016 19:38",2400,0,6,1999,1,0,"a6",150000,0,"1",36,0,"3/21/2016 0:00",39326,"3/25/2016 17:16"
"19850","4/1/2016 19:38",10500,1,8,2013,0,141,"1",30000,2,"0",14,0,"4/1/2016 0:00",99734,"4/5/2016 15:44"
"19854","3/10/2016 20:55",599,0,6,1999,1,150,"1",150000,12,"0",6,1,"3/10/2016 0:00",18181,"3/22/2016 21:16"
"19855","3/14/2016 23:55",16450,1,7,2013,0,122,"a1",30000,3,"0",36,0,"3/14/2016 0:00",86971,"3/20/2016 0:47"
"19864","3/19/2016 17:56",465,1,6,1992,0,115,"astra",150000,12,"0",38,1,"3/19/2016 0:00",21244,"3/20/2016 20:17"
"19868","3/18/2016 0:36",3350,0,5,2003,0,101,"vivaro",150000,3,"1",38,0,"3/18/2016 0:00",10587,"3/18/2016 7:46"
"19872","4/4/2016 12:58",1200,1,NA,2017,0,82,"",150000,4,"",34,0,"4/4/2016 0:00",34613,"4/6/2016 14:45"
"19875","3/19/2016 14:46",9000,0,8,2007,1,163,"5er",150000,3,"1",30,0,"3/19/2016 0:00",10369,"3/20/2016 16:44"
"19879","3/13/2016 12:51",16700,0,6,2015,0,110,"astra",5000,9,"1",38,0,"3/13/2016 0:00",27211,"4/6/2016 15:44"
"19881","3/9/2016 14:57",850,0,8,1998,0,101,"golf",150000,1,"0",40,0,"3/9/2016 0:00",55232,"3/12/2016 14:44"
"19883","3/30/2016 11:50",2999,0,8,2008,0,120,"bravo",150000,2,"0",32,1,"3/30/2016 0:00",70439,"4/1/2016 5:45"
"19888","3/10/2016 19:37",2300,1,NA,2017,0,0,"transit",150000,12,"1",35,NA,"3/10/2016 0:00",53332,"3/17/2016 7:46"
"19891","3/24/2016 8:56",2099,1,7,2004,0,75,"corsa",150000,4,"0",38,0,"3/24/2016 0:00",78244,"4/6/2016 22:45"
